Sr. No.,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE,Postcode_py,address_py
11479,Uttar Pradesh,Mau,Mohammdabad,Jamalpur C. B.,447704,community health centre mohammadabad mau,Jamalpur mohammadabad mau,29-Aug-19,Medical ,Community Health Centre,26.02755667,83.39123167,276403,"CHC, Mohamdabad, NH128B, Muhammadabad Gohna, Mau District, Uttar Pradesh, 276403, India"
11480,Uttar Pradesh,Ambedkarnagar,Baskhari,Jamaupur,448038,CHC Mother and Child,Jamaupur,24-Aug-19,Medical ,Community Health Centre,26.45760333,82.79419167,224129,"Baskhari Jahangirganj Rajesultanpur Road, Allapur, Ambedkar Nagar District, Uttar Pradesh, 224129, India"
11481,Uttar Pradesh,Firozabad,Madanpur,Sirsaganj,998265,shri banshidhar rajkiya mahila cikitsalya ,sirsaganj,06-Nov-19,Medical ,Bedded Hospital,27.05924797,78.68418463,205151,"MDR126W, Karhal, Mainpuri District, Uttar Pradesh, 205151, India"
11482,Uttar Pradesh,Varanasi,Baragaon,Sisawa,999154,Santi hospital ,siswa babatpur ,11-Sep-19,Medical ,Bedded Hospital,25.43541465,82.84714491,221006,"Pindra, Varanasi District, Uttar Pradesh, 221006, India"
11483,Uttar Pradesh,Maharajganj,Partawal,Siswa Munshi  Khas,999488,health care center ,Siswa munshi ,02-Sep-19,Medical ,Bedded Hospital,27.02512131,83.58016549,224227,"Maharajganj, Mahrajganj District, Uttar Pradesh, India"
11484,Uttar Pradesh,Bijnor,Najibabad,Mahawatpur Billoach,646993,Community health center Mahawatpur billoach,Mahawatpur billoach,05-Oct-19,Medical ,Community Health Centre,29.60999662,78.37720064,246763,"Najibabad, Bijnor District, Uttar Pradesh, 246763, India"
11485,Uttar Pradesh,Sonebhadra,Ghorawal,Siwadar,1001008,matri shishu swasthya upkendra siwdwar,siwdwar ghorawal sonbhadra ,11-Oct-19,Medical ,Bedded Hospital,24.70326424,82.7382866,231210,"Ghorawal, Sonbhadra District, Uttar Pradesh, 231210, India"
11486,Uttar Pradesh,Kannauj,Umarda,Jankhat,453879,CHC,Jankhat,16-Oct-19,Medical ,Community Health Centre,26.8573456,79.8630464,209734,"Tirwa, Kannauj District, Uttar Pradesh, 209734, India"
11487,Uttar Pradesh,Siddharathnagar,Baansi,Son Ferwa Khurd,1004679,bedded hospital,sonferwakhurd,02-Sep-19,Medical ,Bedded Hospital,27.21708055,82.82728343,272153,"Bansi, Siddharthnagar District, Uttar Pradesh, India"
11488,Uttar Pradesh,Sitapur,Hargaon,Jarekhapur Chauraha,454992,Shifa clenic,jharekhapur chauraha,09-Sep-19,Medical ,Bedded Hospital,27.672445,80.731705,261121,"SH21, Sitapur, Sitapur District, Uttar Pradesh, 261121, India"
11489,Uttar Pradesh,Aligarh,Dhanipur,Jasrathpur,456260,bedded hospital jasrathpur ,jasrathpur Dhanipur,15-Oct-19,Medical ,Bedded Hospital,27.83705906,78.19870842,202121,"NH34, Koil, Aligarh District, Uttar Pradesh, 202121, India"
11490,Uttar Pradesh,Ghazipur,Reotipur,Sohwal,1003097,motilal hospital ,sonwal ,26-Aug-19,Medical ,Bedded Hospital,25.54572903,83.61814459,232336,"Zamania, Ghazipur District, Uttar Pradesh, 232336, India"
11491,Uttar Pradesh,Deoria,Bhaluani,Sonadi,1004852,CHC,bhaluani,20-Aug-19,Medical ,Community Health Centre,26.32311696,83.76923122,274182,"Barhaj, Deoria District, Uttar Pradesh, 274182, India"
11492,Uttar Pradesh,Maharajganj,Nichlaul,Pakadi Bharat Khand,806834,Health care center ,Pakadi Bharat khand,04-Sep-19,Medical ,Bedded Hospital,27.21292019,83.76002312,224227,"Nichlaul, Mahrajganj District, Uttar Pradesh, India"
11493,Uttar Pradesh,Aligarh,Jawan,Jawan Sikenderpur,458825,chc jawan sikenderpur,jawan sikenderpur,16-Oct-19,Medical ,Community Health Centre,28.01825055,78.11174246,202127,"NH509, Koil, Aligarh District, Uttar Pradesh, 202127, India"
11494,Uttar Pradesh,Maharajganj,Maharajganj,Paras Khar,823547,Health care center ,Paraskhar,09-Sep-19,Medical ,Bedded Hospital,27.23475662,83.50710366,224227,"Maharajganj, Mahrajganj District, Uttar Pradesh, India"
11495,Uttar Pradesh,Kushinagar,Moti Chak,Pakauli Khas,807334,C H C,pakauli,26-Aug-19,Medical ,Bedded Hospital,26.79556667,83.713435,274203,"Hata, Kushinagar District, Uttar Pradesh, 274203, India"
11496,Uttar Pradesh,Aligarh,Jawan,Jawan Sikenderpur,458825,Samudayik Swasthya Kendra Jawan Sikandarpur,Jawan Sikandarpur,03-Oct-19,Medical ,Community Health Centre,28.01842749,78.11179674,202127,"NH509, Koil, Aligarh District, Uttar Pradesh, 202127, India"
11497,Uttar Pradesh,G.B. Nagar,Jewar,Jewar Khadar,461101,CHC,Jewar Khadar,19-Aug-19,Medical ,Community Health Centre,28.12439864,77.54557701,203133,"Jewar, Gautam Buddha Nagar District, Uttar Pradesh, 203133, India"
11498,Uttar Pradesh,Bulandshahr,Sikandrabad,Jhajhar,461635,Taksh Hospital Jhajhar ,Jhajhar ,17-Oct-19,Medical ,Bedded Hospital,28.2685035,77.66836895,203203,"NH334DD, Jewar, Gautam Buddha Nagar District, Uttar Pradesh, India"
11499,Uttar Pradesh,Kaushambi,Sarsawan,Palara,809356,CHC ,Segnrha,15-Aug-19,Medical ,Community Health Centre,25.39039016,81.25296595,201012,"Manjhanpur, Kaushambi District, Uttar Pradesh, India"
11500,Uttar Pradesh,Sultanpur,Baldirai,MAHMOOD BADA,648795,rajkiy aaurvedic chikitsalaya ,wallipur,13-Oct-19,Medical ,Bedded Hospital,26.390945,81.92725333,227815,"हलियापुर, Musafirkhana, Amethi District, Uttar Pradesh, 227815, India"
11501,Uttar Pradesh,Chitrakoot,Chitrakoot,Soneypur,1006426,beded combined hospital,kuli talaiya,16-Aug-19,Medical ,Bedded Hospital,25.19667453,80.91270776,210205,"Chitrakoot Dham, Karwi, Chitrakoot District, Uttar Pradesh, 210205, India"
11502,Uttar Pradesh,Deoria,Bhagalpur,  BALEPUR KHURD,823847,CHC,parasiya chandaur,01-Sep-19,Medical ,Community Health Centre,26.30626667,83.85503833,274002,"Salempur, Deoria District, Uttar Pradesh, 274002, India"
11503,Uttar Pradesh,Prayagraj,Saidabad,Mahoropur,649238,Prayag Polyclinic,mahoropur Utarav Saidabad Prayagraj,20-Aug-19,Medical ,Bedded Hospital,25.4353664,82.1286902,221505,"Handia, Prayagraj District, Uttar Pradesh, 221505, India"
11504,Uttar Pradesh,Maharajganj,Nautanwa,Siswa Urf Khoriya Khas,999501,sewa hospital ,khoriya ,19-Aug-19,Medical ,Bedded Hospital,27.38329938,83.47809617,273192,"Nautanwa, Mahrajganj District, Uttar Pradesh, 273192, India"
11505,Uttar Pradesh,Bahraich,Mahasi,Mahsi,649533,chc ,mahsi,12-Aug-19,Medical ,Community Health Centre,27.63907458,81.38647034,212106,"Mahasi, Bahraich District, Uttar Pradesh, India"
11506,Uttar Pradesh,Bahraich,Mahasi,Mahsi,649533,community health center C H C Mahasi,Mahasi,14-Oct-19,Medical ,Community Health Centre,27.63897411,81.38650554,212106,"Mahasi, Bahraich District, Uttar Pradesh, India"
11507,Uttar Pradesh,Ballia,Sear,RAMDENI YADAV KA PURA,1001498,community health centre,siyar ballia,25-Aug-19,Medical ,Community Health Centre,26.11939489,83.84873031,221715,"Belthara Road, Ballia District, Uttar Pradesh, 221715, India"
11508,Uttar Pradesh,Mainpuri,Jagir,Parigawan,825469,Naveen prarthmic syastha Kendra,parigawan,06-Nov-19,Medical ,Bedded Hospital,27.13382667,79.08607167,205247,"New PHC Parigavan, Bhogaon, Mainpuri District, Uttar Pradesh, 205247, India"
11509,Uttar Pradesh,Ghazipur,Ghazipur (Sadar),Subhakarpur,1012149,Community health center ,Subhakarpur Ghazipur ,07-Sep-19,Medical ,Community Health Centre,25.67923137,83.61480777,233001,"Ghazipur, Ghazipur District, Uttar Pradesh, 233001, India"
11510,Uttar Pradesh,Sitapur,Mahmoodabad,Pokhar Kalan,859323,hospital,pokhara kalan,20-Oct-19,Medical ,Bedded Hospital,27.45085417,81.16173715,244001,"Mahmudabad, Sitapur District, Uttar Pradesh, India"
11511,Uttar Pradesh,Ghazipur,Kasimabad,Parjipah,825869,Mariyam Sewa Niketan health center ,Parjipah Kasimabad Ghazipur ,24-Sep-19,Medical ,Bedded Hospital,25.80556702,83.69950912,233230,"Mohammadabad, Ghazipur District, Uttar Pradesh, 233230, India"
11512,Uttar Pradesh,Sonebhadra,Ghorawal,Sotil,1008480,matri shishu kalyan upkendra sotil,sotil ghorawal sonbhadra ,02-Oct-19,Medical ,Bedded Hospital,24.70572029,82.85063961,,"Ghorawal, Sonbhadra District, Uttar Pradesh, India"
11513,Uttar Pradesh,Kushinagar,Sukrauli,Subudhiya Buzurg,1012489,RAMS CHARITABLE,subudhiya khurd,23-Aug-19,Medical ,Bedded Hospital,26.7392644,83.5870646,274301,"NH27, Chauri Chaura, Gorakhpur District, Uttar Pradesh, India"
11514,Uttar Pradesh,Gonda,Pandari Kripal,Subhag Pur,1012137,CHC PANDARI,subhagpur gonda,27-Aug-19,Medical ,Community Health Centre,27.20790792,81.98493979,271001,"Gonda, Gonda District, Uttar Pradesh, 271001, India"
11515,Uttar Pradesh,Kaushambi,Sarsawan,Paschim Shareera,829746,Govt Aurvedik Hospital ,Paschim sarera ,17-Aug-19,Medical ,Bedded Hospital,25.42028797,81.31086031,201012,"Manjhanpur, Kaushambi District, Uttar Pradesh, India"
11516,Uttar Pradesh,Bahraich,Chittaura,Suhel Nagar,1013412,community health center chittaura,chittaura bahraich,05-Oct-19,Medical ,Community Health Centre,27.54159438,81.64766672,271801,"Bahraich, Bahraich District, Uttar Pradesh, 271801, India"
11517,Uttar Pradesh,Ghazipur,Kasimabad,Sukaha,1013980,Community Health Center Kasimabad ,Sukaha Kasimabad Ghazipur ,25-Sep-19,Medical ,Community Health Centre,25.78041085,83.6697449,233230,"Kasimabad, Mohammadabad, Ghazipur District, Uttar Pradesh, 233230, India"
11518,Uttar Pradesh,Ayodhya,Amaniganj,Pura Urf Surmerpur,871466,Community Health Center Pure Urf Sumerpur,Pure Urf Sumerpur,26-Aug-19,Medical ,Community Health Centre,26.38698208,81.588544,230143,"NH931A, Gauriganj, Amethi District, Uttar Pradesh, 230143, India"
11519,Uttar Pradesh,Pratapgarh,Sadar,Puranpur,872929,Cummunity health centre Ugaipur,Ugaipur,15-Oct-19,Medical ,Community Health Centre,25.83901365,81.98546864,246761,"Bhupiamau, Pratapgarh, Pratapgarh District, Uttar Pradesh, India"
11520,Uttar Pradesh,Prayagraj,Koraon,Pura Balkisor,651010,samrat badded hospital,mahuli khurd koraon prayagraj,27-Aug-19,Medical ,Bedded Hospital,24.8783853,82.0374784,212306,"MDR146E, Koraon, Prayagraj District, Uttar Pradesh, India"
11521,Uttar Pradesh,S.K. Nagar,Belhar Kala,Sumaha,1016736,samudayik health center,sumaha,01-Sep-19,Medical ,Community Health Centre,26.889595,82.99435833,272125,"Mehdawal, Sant Kabir Nagar District, Uttar Pradesh, 272125, India"
11522,Uttar Pradesh,Siddharathnagar,Uska,Panchma,815439,Dr ambedkar samudayik kender,thothari,06-Sep-19,Medical ,Community Health Centre,27.35680693,83.26154035,272206,"Naugarh, Siddharthnagar District, Uttar Pradesh, 272206, India"
11523,Uttar Pradesh,Unnao,Sikandarpsur Karan,sumaraha,1016797,ramsevak Barjor Singh smarak hospital ,sumraha chauraha,09-Sep-19,Medical ,Bedded Hospital,26.32702774,80.5833746,208007,"Unnao, Unnao District, Uttar Pradesh, 208007, India"
11524,Uttar Pradesh,Azamgarh,Azamatgarh,Pursottampur,880349,janta hospital,rajadepur,23-Aug-19,Medical ,Bedded Hospital,26.1674204,83.344707,276124,"Jianpur, Sagri, Azamgarh District, Uttar Pradesh, 276124, India"
11525,Uttar Pradesh,Barabanki,Suratganj,Suratganj,1020016,Community health center ,Suratganj,29-Aug-19,Medical ,Community Health Centre,27.19507193,81.3404376,225304,"CHC,Suratganj, Suratganj, Ramnagar, Barabanki District, Uttar Pradesh, 225304, India"
11526,Uttar Pradesh,Ghazipur,Ghazipur (Sadar),Susundi,1021727,Sub Center CHC ,Susundi Ghazipur ,07-Sep-19,Medical ,Community Health Centre,25.67631969,83.63292901,275205,"Mohammadabad, Ghazipur District, Uttar Pradesh, 275205, India"
11527,Uttar Pradesh,Maharajganj,Pharenda,Sahapur Jangal Khas,934938,Health care center ,Shahpur,30-Aug-19,Medical ,Bedded Hospital,27.18789594,83.39913888,273192,"Mohnapur, Nautanwa, Mahrajganj District, Uttar Pradesh, 273192, India"
11528,Uttar Pradesh,Kanpur Dehat,Sarwan Khera,Raipur Kukhat,889215,D S memorial hospital,raipur kukhut kanpur dehat,11-Oct-19,Medical ,Bedded Hospital,26.41934,80.12981167,209304,"Akbarpur, Kanpur Dehat District, Uttar Pradesh, 209304, India"
11529,Uttar Pradesh,Prayagraj,Urua,sorawn,1008053,jyoti beded hospita soranw,jyoti beded hospita soranw,18-Aug-19,Medical ,Bedded Hospital,25.22488296,82.08431304,212303,"Meja Road, Meja, Prayagraj District, Uttar Pradesh, 212303, India"
11530,Uttar Pradesh,Prayagraj,Urua,sorawn,1008053,amrit kalash chikitsalay soranw,amrit kalash chikitsalay soranw,18-Aug-19,Medical ,Bedded Hospital,25.22840295,82.0857757,212303,"Meja Road, Meja, Prayagraj District, Uttar Pradesh, 212303, India"
11531,Uttar Pradesh,Shahjahanpur,Khuttar,Khutar Khass,562855,Govt Hospital ,Khutar ,31-Aug-19,Medical ,Bedded Hospital,28.20148509,80.26782927,242405,"ODR5, Khular, Powayan, Shahjahanpur District, Uttar Pradesh, 242405, India"
11532,Uttar Pradesh,Shahjahanpur,Khuttar,Khutar Khass,562855,Lalaram Chikitsalya,Khutar ,31-Aug-19,Medical ,Bedded Hospital,28.22330096,80.26878826,242405,"NH731, Powayan, Shahjahanpur District, Uttar Pradesh, 242405, India"
11533,Uttar Pradesh,Bahraich,Fakharpur,JAITAPUR ROAD,443542,rehman health care hospital,nehrupurwa Kundasar,30-Aug-19,Medical ,Bedded Hospital,27.33259169,81.52936961,212106,"Ruknapur Khurd, Kaiserganj, Bahraich District, Uttar Pradesh, India"
11534,Uttar Pradesh,Mirzapur,Chhanbey,Raipur,889220,CHC,saroi,30-Oct-19,Medical ,Community Health Centre,25.15274547,82.38460261,246725,"Gaipura, Mirzapur, Mirzapur District, Uttar Pradesh, India"
11535,Uttar Pradesh,Prayagraj,Soraon,Soraon,1008054,new Patel hospital,soraon,24-Aug-19,Medical ,Bedded Hospital,25.60480667,81.84377167,212502,"Soraon, Prayagraj District, Uttar Pradesh, 212502, India"
11536,Uttar Pradesh,Prayagraj,Soraon,Soraon,1008054,Dwivedi hospital and Trama Center,soraon,10-Aug-19,Medical ,Bedded Hospital,25.60461167,81.84791667,212502,"NH330, Soraon, Prayagraj District, Uttar Pradesh, 212502, India"
11537,Uttar Pradesh,Prayagraj,Soraon,Soraon,1008054,Patel hospital,soraon,10-Aug-19,Medical ,Bedded Hospital,25.61258167,81.853065,212502,"NH330, Soraon, Prayagraj District, Uttar Pradesh, 212502, India"
11538,Uttar Pradesh,Fatehpur,Vijaipur,Kishanpur,566118,Bedded Hospital ,Kishanpur ,10-Aug-19,Medical ,Bedded Hospital,25.6464082,81.0257417,212658,"Kishanpur, Khaga, Fatehpur District, Uttar Pradesh, 212658, India"
11539,Uttar Pradesh,J.B.F.Nagar,Joya,Rai Pur Khurd,887859,panacea hospital,raipur khurd,10-Sep-19,Medical ,Bedded Hospital,28.86211561,78.4704082,244221,"SH77, Joya, Amroha, Amroha District, Uttar Pradesh, 244221, India"
11540,Uttar Pradesh,J.B.F.Nagar,Joya,Rai Pur Khurd,887859,zila sanyukt chikitsalay,raipur khurd ,10-Sep-19,Medical ,Bedded Hospital,28.8645901,78.46938622,244221,"Amroha, Amroha District, Uttar Pradesh, 244221, India"
11541,Uttar Pradesh,Unnao,Sikrandarpur Sirosi,subba khera,1011830,Neha hospital,pariyar - Chakalvanshi Rd,26-Aug-19,Medical ,Bedded Hospital,26.64510805,80.33764056,209870,"MDR31C, Rasulabad, Hasanganj, Unnao District, Uttar Pradesh, 209870, India"
11542,Uttar Pradesh,Jhansi,Badagaon,Kochha Bhanwar,567986,manGal maitri hospital,kochha bhanwar,22-Aug-19,Medical ,Bedded Hospital,25.4659,78.63559067,284128,"NH27, Jhansi, Jhansi District, Uttar Pradesh, 284128, India"
11543,Uttar Pradesh,Jaunpur,Sujanganj,Sujanganj,1013633,Community health center ,Sujanganj,02-Nov-19,Medical ,Community Health Centre,25.76965797,82.29100314,222143,"Community Health Center, Sujanganj, NH319D, Machhlishahr, Jaunpur District, Uttar Pradesh, 222143, India"
11544,Uttar Pradesh,Kushinagar,Sukrauli,Sukarauli Khas,1014220,CSC HOSPITAL,sukarauli,23-Aug-19,Medical ,Bedded Hospital,26.73483404,83.65533186,274203,"NH27, Titla, Hata, Kushinagar District, Uttar Pradesh, 274203, India"
11545,Uttar Pradesh,Pratapgarh,Babaganj,Rajapur,891541,Matri Shishu Kalyan Kendra Rajapur,Rajapur,13-Aug-19,Medical ,Community Health Centre,25.80979008,81.67718155,230128,"SubCentre, Rajapur, Kunda, Pratapgarh District, Uttar Pradesh, 230128, India"
11546,Uttar Pradesh,Mau,Kopaganj,Koiriapur,571798,community health center,koirapar mau,26-Aug-19,Medical ,Community Health Centre,26.05455,83.45426667,276403,"Ghosi, Mau District, Uttar Pradesh, 276403, India"
11547,Uttar Pradesh,Mathura,Mathura,Ral,896935,Community Health Centre Ral,Community Health Centre Ral,26-Aug-19,Medical ,Community Health Centre,27.55755873,77.55902259,244901,"Ral, Mathura, Mathura District, Uttar Pradesh, India"
11548,Uttar Pradesh,Mau,Kopaganj,Kopaganj,579454,Bpu Hospital,ladanpur kopaganj,27-Aug-19,Medical ,Bedded Hospital,26.01030833,83.57354667,275101,"mau-gorakhpur road, Mau, Maunath Bhanjan, Mau District, Uttar Pradesh, 275101, India"
11549,Uttar Pradesh,Mau,Kopaganj,Kopaganj,579454,community health center,kopaganj mau,27-Aug-19,Medical ,Community Health Centre,26.01371,83.57239833,275305,"CHC,KOPAGANJ, NH24, Maunath Bhanjan, Mau District, Uttar Pradesh, 275305, India"
11550,Uttar Pradesh,Bijnor,Kotwali,Rajopur Sadat,893664,Community Health Centre Rajopur Sadat,Rajopur Sadat,07-Sep-19,Medical ,Community Health Centre,29.45217954,78.31668145,246762,"Nagina, Bijnor District, Uttar Pradesh, 246762, India"
11551,Uttar Pradesh,Mau,Fatehpur Mandaon,Sultanpur Barhgawa,1016509,janki raj hospital ,baniaban tiraha madhuban,01-Oct-19,Medical ,Bedded Hospital,26.16699241,83.67089842,221603,"MDR94E, Madhuban, Mau District, Uttar Pradesh, 221603, India"
11552,Uttar Pradesh,Mau,Fatehpur Mandaon,Sultanpur Barhgawa,1016509,jaikaind hospital and trama center ,khiri kotha ,23-Aug-19,Medical ,Bedded Hospital,26.15632019,83.68521622,221603,"MDR94E, Madhuban, Mau District, Uttar Pradesh, 221603, India"
11553,Uttar Pradesh,Barabanki,Trivediganj,Sumbha,1016841,community health center ,sumbha,20-Aug-19,Medical ,Community Health Centre,26.624382,81.19586333,209825,"Haidergarh, Barabanki District, Uttar Pradesh, India"
11554,Uttar Pradesh,Bijnor,Afzalgarh,Jamanwala,447911,sub health center jamanwala,jamanwala,26-Aug-19,Medical ,Community Health Centre,29.46725667,78.74269833,246722,"Vijaynagar, Dhampur, Bijnor District, Uttar Pradesh, 246722, India"
11555,Uttar Pradesh,Lakhimpur-Kherii,Nighasan,Singahi Dehat,994347,sethi clinic,singahi nighasan ,26-Sep-19,Medical ,Bedded Hospital,28.31064333,80.901305,262905,"Singahi, Nighasan, Lakhimpur Kheri District, Uttar Pradesh, 262905, India"
11556,Uttar Pradesh,Bijnor,Kotwali,Rajupura,895970,Community Health Center Rajupura,Rajupura,04-Sep-19,Medical ,Community Health Centre,29.53047663,78.38276539,246701,"Nagina, Bijnor District, Uttar Pradesh, India"
11557,Uttar Pradesh,S.K. Nagar,Belhar Kala,Sunaura Guman Rai,1017446,community health center,sunaya guman rai,01-Sep-19,Medical ,Community Health Centre,26.913505,83.01592833,,"Mehdawal, Sant Kabir Nagar District, Uttar Pradesh, India"
11558,Uttar Pradesh,Rae Bareli,Salon,Salon,943355,hospital,Salon,18-Aug-19,Medical ,Bedded Hospital,26.02206486,81.46431137,229127,"PHC, Salon, MDR7C, Salon, Rāe Bareli, Raebareli District, Uttar Pradesh, 229127, India"
11559,Uttar Pradesh,Prayagraj,Urua,CHIRAIYA MOD RAMNAGAR,898159,prayag mahila pali clinic chiraiya mod ram nagar,prayag mahila pali clinic chiraiya mod ram nagar,18-Aug-19,Medical ,Bedded Hospital,25.2451066,82.1253759,231312,"Meja, Prayagraj District, Uttar Pradesh, 231312, India"
11560,Uttar Pradesh,Prayagraj,Urua,CHIRAIYA MOD RAMNAGAR,898159,shitla hospital chiraiya mod ramnagar khas,shitla hospital chiraiya mod ramnagar khas,13-Oct-19,Medical ,Bedded Hospital,25.24450016,82.1239925,231312,"Meja, Prayagraj District, Uttar Pradesh, 231312, India"
11561,Uttar Pradesh,Prayagraj,Urua,CHIRAIYA MOD RAMNAGAR,898159,samudaik swasth kendra chiraiya mod ram nagar,samudaik swasth kendra chiraiya mod ram nagar,18-Aug-19,Medical ,Community Health Centre,25.24560571,82.12604284,231312,"Meja, Prayagraj District, Uttar Pradesh, 231312, India"
11562,Uttar Pradesh,Mainpuri,Sultanganj,Rakari,896326,swasthya upkendra rakari,rakari sultanganj Mainpuri,08-Oct-19,Medical ,Community Health Centre,27.30621167,79.21385333,206300,"Bewar, Bhogaon, Mainpuri District, Uttar Pradesh, 206300, India"
11563,Uttar Pradesh,Bijnor,Afzalgarh,Ram Nagar,897962,community health center Ram Nagar,Ram Nagar,27-Aug-19,Medical ,Community Health Centre,29.26591333,78.70317833,250606,"Jai Nagar, Dhampur, Bijnor District, Uttar Pradesh, India"
11564,Uttar Pradesh,Lucknow,Kakori,Samarath Nagar,944623,Samrat Hospital ,Samarath Nager ,06-Sep-19,Medical ,Bedded Hospital,26.8835415,80.83167104,226101,"Bawali, Sarojani Nagar, Lucknow District, Uttar Pradesh, 226101, India"
11565,Uttar Pradesh,Lucknow,Kakori,Samarath Nagar,944623,Chandrawati Hospital ,Samarath Nagar ,11-Sep-19,Medical ,Bedded Hospital,26.89257989,80.81259684,226101,"Bawali, Sarojani Nagar, Lucknow District, Uttar Pradesh, 226101, India"
11566,Uttar Pradesh,Kaushambi,Chail,Sirshi HB,998391,jahangeer memorial charitable hospital,sirshi,14-Sep-19,Medical ,Bedded Hospital,25.48960408,81.57695363,222117,"Chail, Kaushambi District, Uttar Pradesh, 222117, India"
