Sr. No.,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE
10774,Uttar Pradesh,Hardoi,Sandila,Begam Ganj,119167,sanjay nursing home,sandila,28-Dec-19,Medical ,Bedded Hospital,27.05831599,80.51672612
10775,Uttar Pradesh,Hardoi,Sandila,Begam Ganj,119167,sai hospital,sandila,28-Dec-19,Medical ,Bedded Hospital,27.05633519,80.51242955
10776,Uttar Pradesh,Hardoi,Sandila,Begam Ganj,119167,samudayik swasthya kendra,begam ganj,28-Dec-19,Medical ,Community Health Centre,27.04502987,80.53101424
10777,Uttar Pradesh,Kaushambi,Newada,Beni Ram Katra,125069,Shivam hospital,beniram katra,28-Aug-19,Medical ,Bedded Hospital,25.394805,81.546625
10778,Uttar Pradesh,Rae Bareli,Rahi,Bela Bhela,120808,community  health centre ,Bela Bhela,13-Aug-19,Medical ,Community Health Centre,26.14037647,81.23585355
10779,Uttar Pradesh,Rae Bareli,Rahi,Bela Bhela,120808,community health centre,Bela Bhela,13-Aug-19,Medical ,Community Health Centre,26.14036616,81.23586629
10780,Uttar Pradesh,Rae Bareli,Rahi,Bela Bhela,120808,medical,"bela bhela,rahi",13-Aug-19,Medical ,Community Health Centre,26.14025103,81.23586218
10781,Uttar Pradesh,Mainpuri,Barnahal,Barnahal,106525,hospital,barnahal,18-Oct-19,Medical ,Bedded Hospital,27.07735667,78.84134333
10782,Uttar Pradesh,Saharanpur,Sadholi Quadim,Beht Dehat,120254,CHC,Behat,05-Oct-19,Medical ,Community Health Centre,30.16646798,77.62032457
10783,Uttar Pradesh,S.K. Nagar,Haisar Bazar,Baridiha,104354,sub health center,baridiha,04-Sep-19,Medical ,Community Health Centre,26.53523833,83.12106
10784,Uttar Pradesh,Kaushambi,Newada,Beni Ram Katra,125069,nav jivan hospital,beniram katra,28-Aug-19,Medical ,Bedded Hospital,25.390665,81.542635
10785,Uttar Pradesh,Azamgarh,Bilariyaganj,Belariyaganj Dehat,121512,CHC,bilriyaganj,08-Aug-19,Medical ,Community Health Centre,26.18987295,83.22699034
10786,Uttar Pradesh,Azamgarh,Bilariyaganj,Belariyaganj Dehat,121512,Al falah hospital,bilriyaganj,08-Aug-19,Medical ,Bedded Hospital,26.19108169,83.22691211
10787,Uttar Pradesh,Gorakhpur,Belghat,Belghat,122537,Community Health Center,Belghat Dist-Gorakhpur,25-Sep-19,Medical ,Community Health Centre,26.43336328,83.16292631
10788,Uttar Pradesh,Chandauli,Sakaldiha,Barthi,107978,Shiv Ganga hospital,vill barthi po Sakaldiha station,08-Nov-19,Medical ,Bedded Hospital,25.33043333,83.2837
10789,Uttar Pradesh,Ghazipur,Jamania,Baruin,108463,CHC ,baruin ,15-Sep-19,Medical ,Community Health Centre,25.36426663,83.54017854
10790,Uttar Pradesh,Basti,Gaur,Belghat,122540,New Primary Health Center,Belghat,20-Aug-19,Medical ,Bedded Hospital,26.83653143,82.57008502
10791,Uttar Pradesh,Bulandshahr,Syana,Baroli Basudevpur,107019,samudayik swasthya Kendra,baroli siyaa,11-Sep-19,Medical ,Community Health Centre,28.57942602,78.01869388
10792,Uttar Pradesh,Kushinagar,Seorahi,Belwari Patti,124216,bedded community health centre,sargatiya karam patti,01-Sep-19,Medical ,Bedded Hospital,26.72620119,84.21021693
10793,Uttar Pradesh,Kushinagar,Seorahi,Belwari Patti,124216,community health centre,sargtiya ,01-Sep-19,Medical ,Community Health Centre,26.726128,84.21067765
10794,Uttar Pradesh,Prayagraj,Koraon,BASHARA,109492,arush dental hospital,basahara koelaha lalai ka pura Koraon Prayagraj,17-Oct-19,Medical ,Bedded Hospital,25.10106475,82.07694509
10795,Uttar Pradesh,Kushinagar,Kaptanganj,Basahiya Urf Kaptan Ganj Khas,109566,medical,kaptanganj,01-Sep-19,Medical ,Bedded Hospital,26.91823381,83.70593733
10796,Uttar Pradesh,Bijnor,Najibabad,Baruki,108512,community health centre Baruki,Baruki,28-Sep-19,Medical ,Community Health Centre,29.58266795,78.31287503
10797,Uttar Pradesh,S.K. Nagar,Belhar Kala,Belhar Khurd,122676,Government Homiyopaithi hospital,belajar khurd,30-Aug-19,Medical ,Community Health Centre,26.97523,82.99507833
10798,Uttar Pradesh,Sultanpur,Duvepur,Basi ,111635,chc,basi,01-Nov-19,Medical ,Community Health Centre,26.32121497,82.02964385
10799,Uttar Pradesh,Gorakhpur,Kauri Ram,Basoodeeha,112217,chc,basoodeeha,16-Sep-19,Medical ,Community Health Centre,26.47588854,83.46499889
10800,Uttar Pradesh,Ballia,Belhari,Basudhar Pah,113164,community health centre ,basudhar pah,20-Aug-19,Medical ,Community Health Centre,25.76389025,84.28548111
10801,Uttar Pradesh,Azamgarh,Azamatgarh,Basupar,113278,susma aaruvedik narsing home,jiyanpur sagri,15-Aug-19,Medical ,Bedded Hospital,26.1544037,83.3413663
10802,Uttar Pradesh,Azamgarh,Azamatgarh,Basupar,113278,life nursing home,jiyanpur,05-Nov-19,Medical ,Bedded Hospital,26.150225,83.33030833
10803,Uttar Pradesh,Siddharathnagar,Khesraha,Belwa Lagunhi,124062,community health center,khesraha,25-Aug-19,Medical ,Community Health Centre,27.07453333,82.98850229
10804,Uttar Pradesh,Etah,Jalesar,Berni,126720,phc,berani,03-Sep-19,Medical ,Community Health Centre,27.45694031,78.21478171
10805,Uttar Pradesh,Azamgarh,Azamatgarh,Basupar,113278,C H C jiyanpur,jiyanpur sagri,15-Aug-19,Medical ,Community Health Centre,26.1691003,83.333348
10806,Uttar Pradesh,Auraiya,Auraiya,Barmupur,106465,Jila Chikitsalaya Auraiya,Auraiya,08-Nov-19,Medical ,Community Health Centre,26.46302492,79.50834312
10807,Uttar Pradesh,Jaunpur,Ram Nagar,Barrah,107451,Barrah Chikitsaly , Barrah,05-Nov-19,Medical ,Bedded Hospital,25.55451167,82.68647667
10808,Uttar Pradesh,Ambedkarnagar,Baskhari,Baskhari,111927,Samudayik Svasthay Kendra Baskhari,Baskhari,26-Aug-19,Medical ,Community Health Centre,26.45439223,82.76702466
10809,Uttar Pradesh,G.B. Nagar,Bisrakh,Basi,111637,SRS HOSPITAL,BASI,03-Sep-19,Medical ,Bedded Hospital,28.5938638,77.38543564
10810,Uttar Pradesh,Mathura,Nandgaon,Barshana Rural,107733,CJC,barsana,29-Sep-19,Medical ,Community Health Centre,27.64664678,77.37844467
10811,Uttar Pradesh,Meerut,Mawana,Batnaur,114606,community health center,batnaur,17-Aug-19,Medical ,Community Health Centre,29.167665,77.79427667
10812,Uttar Pradesh,Fatehpur,Khajuha,Bilona,164563,Abhi meet clinic,bindaki,17-Oct-19,Medical ,Bedded Hospital,26.03065667,80.58042833
10813,Uttar Pradesh,Fatehpur,Khajuha,Bilona,164563,Kumar homyo hall,bindaki,17-Oct-19,Medical ,Bedded Hospital,26.027945,80.58097667
10814,Uttar Pradesh,Fatehpur,Khajuha,Bilona,164563,ma savitri health care center,bindaki,17-Oct-19,Medical ,Bedded Hospital,26.03060833,80.580445
10815,Uttar Pradesh,Gonda,Katrabazar,Beerpur Katra,119047,cammunity health center,Beerpur katra,04-Sep-19,Medical ,Community Health Centre,27.206565,81.793325
10816,Uttar Pradesh,Gonda,Katrabazar,Beerpur Katra,119047,Aurvadic hospital,Beerpur katra,04-Sep-19,Medical ,Bedded Hospital,27.20648833,81.79330167
10817,Uttar Pradesh,Mainpuri,Bewar,Beelpur Hussainpur,118623,swapha kaendr,beelpurhussainpur,04-Nov-19,Medical ,Bedded Hospital,27.274575,79.27085167
10818,Uttar Pradesh,Jaunpur,Sikrara,Sikrara,990924,Bedded Hospital ,"Village Sikrara
Post Sikrara ",11-Aug-19,Medical ,Bedded Hospital,25.72671905,82.5332152
10819,Uttar Pradesh,Muzaffarnagar,Khatauli,Begrajpur,119459,Muzaffarnagar Medical College ,Begrajpur ,30-Aug-19,Medical ,Bedded Hospital,29.37296443,77.70572871
10820,Uttar Pradesh,Hardoi,Behndar,Behandar Kala,119691,hospital,behander kala,08-Sep-19,Medical ,Bedded Hospital,27.01730733,80.40527489
10821,Uttar Pradesh,Hardoi,Behndar,Behandar Kala,119691,samudayik kendra,behandar,28-Dec-19,Medical ,Community Health Centre,27.01739718,80.40525461
10822,Uttar Pradesh,Lucknow,Bakshi Ka Talab,Behar Karaundi,119708,SINGH HOSPITAL,Beharkaraundi sitapur rd,17-Oct-19,Medical ,Bedded Hospital,27.03640805,80.90716177
10823,Uttar Pradesh,Fatehpur,Khajuha,Basant Khera,109891,Kaya diagnosis center,bindaki,17-Oct-19,Medical ,Bedded Hospital,26.03647333,80.57929667
10824,Uttar Pradesh,Fatehpur,Khajuha,Basant Khera,109891,nazaro physiotherapist clinic,bindaki,17-Oct-19,Medical ,Bedded Hospital,26.04239,80.57792833
10825,Uttar Pradesh,Fatehpur,Khajuha,Basant Khera,109891,seetaram Arya memorial hospital,bindaki,17-Oct-19,Medical ,Bedded Hospital,26.03363333,80.58086667
10826,Uttar Pradesh,Fatehpur,Khajuha,Basant Khera,109891,arogya poly clinic,bindaki,21-Oct-19,Medical ,Bedded Hospital,26.034585,80.57844833
10827,Uttar Pradesh,Siddharathnagar,Baansi,Basantpur,110191,community health centre,basantpur,29-Aug-19,Medical ,Community Health Centre,27.20073459,82.9222781
10828,Uttar Pradesh,Rae Bareli,Rahi,Bela Khara,120860,CHC ,Bela Khara,04-Sep-19,Medical ,Community Health Centre,26.12001402,81.17895297
10829,Uttar Pradesh,Maharajganj,Gughali,Basantpur Khas,110309,Health center ,Basantpur ,10-Oct-19,Medical ,Bedded Hospital,27.02991833,83.67833
10830,Uttar Pradesh,Bulandshahr,Unchagaon,Basi Bangar,111646,sub swasthcentre ,basi Bangar,14-Nov-19,Medical ,Community Health Centre,28.59887239,78.18839639
10831,Uttar Pradesh,Ghazipur,Birano,Birno,167735,Community Health Centre ,"Birno, Ghazipur ",27-Aug-19,Medical ,Community Health Centre,25.72519483,83.51397656
10832,Uttar Pradesh,Bareilly,Damkhoda,Sindhora,993966,Abdulla Hospital ,Sindhora Richha,18-Oct-19,Medical ,Bedded Hospital,28.69846333,79.51546784
10833,Uttar Pradesh,Gonda,Belsar,Belser,123672,community health center,Belsar,11-Aug-19,Medical ,Community Health Centre,26.97587167,81.90886833
10834,Uttar Pradesh,Bareilly,Damkhoda,Sindhora,993966,Government community health centre ,Sindhora ,16-Oct-19,Medical ,Community Health Centre,28.69846333,79.51546784
10835,Uttar Pradesh,Varanasi,Pindra,Sindhora,993968,utkars hospital,sindhora,17-Aug-19,Medical ,Bedded Hospital,25.53182393,82.93447248
10836,Uttar Pradesh,Varanasi,Pindra,Sindhora,993968,Rajkiy Ayuvedik Chikitsalay,Sindhora,17-Aug-19,Medical ,Bedded Hospital,25.52972128,82.93418277
10837,Uttar Pradesh,Varanasi,Pindra,Sindhora,993968,priyasi hospital,sindhora,17-Aug-19,Medical ,Bedded Hospital,25.52969503,82.93424388
10838,Uttar Pradesh,Varanasi,Pindra,Sindhora,993968,Sadhana hospital,Sindhora,17-Aug-19,Medical ,Bedded Hospital,25.53321273,82.93458464
10839,Uttar Pradesh,Varanasi,Pindra,Sindhora,993968,pratiya hospital,sindhora,17-Aug-19,Medical ,Bedded Hospital,25.53370537,82.9345202
10840,Uttar Pradesh,Sultanpur,Jaisinghpur,Belhari,122701,RAJKIYA AYURVEDIC CHIKITSALYA,GUMAWA BELHARI,09-Sep-19,Medical ,Bedded Hospital,26.2137664,82.21722186
10841,Uttar Pradesh,Maharajganj,Maharajganj,Bazar Tola,117012,CMO hospital ,maharajganj ,25-Aug-19,Medical ,Bedded Hospital,27.14835586,83.5646515
10842,Uttar Pradesh,Maharajganj,Dhani,Danibazar,249020,senani hospital Dhani bazar ,Dhani bazar ,05-Oct-19,Medical ,Bedded Hospital,27.10839189,83.17440546
10843,Uttar Pradesh,Fatehpur,Teliyani,Belu,123817,chandasi Neel Laxmi dental clinic,GTRoad,14-Oct-19,Medical ,Bedded Hospital,25.933045,80.81706333
10844,Uttar Pradesh,Barabanki,Sirauli Gauspur,Sirauli,997201,community health center sirauli,sirauli,21-Nov-19,Medical ,Community Health Centre,26.99213912,81.46682768
10845,Uttar Pradesh,Prayagraj,Phoolpur,BEERAPUR,118933,astha hospital ,Lanka baudai phoolpur,20-Aug-19,Medical ,Bedded Hospital,25.42654833,81.922305
10846,Uttar Pradesh,Bareilly,Kiyara,Borinagla,177038,D R hospital,borinagala,12-Oct-19,Medical ,Bedded Hospital,28.29768116,79.40662473
10847,Uttar Pradesh,Fatehpur,Teliyani,Benihar Singhpur,125128,fatehpur scan Pvt ltd,civil lines fatehpur,14-Oct-19,Medical ,Bedded Hospital,25.92979833,80.80482333
10848,Uttar Pradesh,Bijnor,Kotwali,Benipur Kopa,125235,Community Health Centre Benipur kopa,Benipur kopa,29-Aug-19,Medical ,Community Health Centre,29.43540747,78.4972737
10849,Uttar Pradesh,Barabanki,Sirauli Gauspur,Sirauli,997201,hundred  bedded Sanyukt chikitsalay Sirauli Gauspur,Sirauli,13-Sep-19,Medical ,Community Health Centre,26.99222092,81.46694611
10850,Uttar Pradesh,Ghazipur,Bhadaura,Bhadaura,128839,CHC bhadaura ,bhadaura ,26-Aug-19,Medical ,Community Health Centre,25.44967962,83.73892147
10851,Uttar Pradesh,Lakhimpur-Kherii,Behjam,Behjam,119969,community health centre ,behjam behjam,04-Sep-19,Medical ,Community Health Centre,27.88259333,80.63724167
10852,Uttar Pradesh,Sultanpur,Jaisinghpur,Brounsa chauraha,182393,KAMLA HOSPITAL,JAISINGHPUR ROAD BARAUNSA,20-Oct-19,Medical ,Bedded Hospital,26.25271962,82.22791566
10853,Uttar Pradesh,Sultanpur,Jaisinghpur,Brounsa chauraha,182393,ASHADEEP HOSPITAL,JAISINGHPUR ROAD BARAUNSA,20-Oct-19,Medical ,Bedded Hospital,26.25272666,82.2278911
10854,Uttar Pradesh,Prayagraj,Soraon,Bhadri ,129520,dutri hospital,soraon,27-Aug-19,Medical ,Bedded Hospital,25.54356333,81.82837333
10855,Uttar Pradesh,Siddharathnagar,Dumariaganj,Beva Mustahkam,127832,community health center bewa,bewa chaurha,24-Aug-19,Medical ,Community Health Centre,27.14037267,82.65148707
10856,Uttar Pradesh,Ghazipur,Manihari,Bujurga,184944,rahim hospital ,bujurga ,09-Sep-19,Medical ,Bedded Hospital,25.63994515,83.51303745
10857,Uttar Pradesh,Varanasi,Kashividyapith,Bhadwar,129903,Heritage institute of medical science ,bhadwar,12-Sep-19,Medical ,Bedded Hospital,25.26082493,82.90908419
10858,Uttar Pradesh,Bulandshahr,Bulandshahr,Bulandshahr Dehat,185183,district female hospital,civil lines,12-Nov-19,Medical ,Bedded Hospital,28.40187167,77.85304665
10859,Uttar Pradesh,Maharajganj,Mithaura,Bhagatar,130721,Health care center ,bhagatar,01-Sep-19,Medical ,Bedded Hospital,27.22227795,83.66221469
10860,Uttar Pradesh,Sitapur,Aliya,Benipur,125217,CHC,bambhaura,19-Oct-19,Medical ,Community Health Centre,27.69208333,80.55013833
10861,Uttar Pradesh,Chandauli,Sakaldiha,Durgapur,318503,Matri Sadan clinic,vill Durgapur po Sakaldiha,15-Sep-19,Medical ,Bedded Hospital,25.35606,83.24977167
10862,Uttar Pradesh,Hardoi,Todarpur,Fateh Pur Gayand,328995,community health,fate hour gayand,27-Aug-19,Medical ,Community Health Centre,27.68356425,79.99464496
10863,Uttar Pradesh,Ghazipur,Manihari,Burhanpur,186080,CHC ,burhanpur ,12-Sep-19,Medical ,Community Health Centre,25.6566596,83.38565648
10864,Uttar Pradesh,Deoria,Berhaj,Deidihi,258297,CHC Deidihi barhaj,deidihi barhaj,10-Oct-19,Medical ,Community Health Centre,26.27423756,83.72125304
10865,Uttar Pradesh,Ambedkarnagar,Jalalpur,Guapakar Khas,379789,Community health sub centre,Guapakar,14-Oct-19,Medical ,Community Health Centre,26.30462606,82.69096183
10866,Uttar Pradesh,Kushinagar,Dudhai,Chaf Khas,189445,community centre,gorariya chaf,25-Aug-19,Medical ,Community Health Centre,26.84154106,84.11484649
10867,Uttar Pradesh,Mau,Kopaganj,Fajullahpur,327397,community health center,fajullahpur,28-Aug-19,Medical ,Community Health Centre,26.03178167,83.525565
10868,Uttar Pradesh,Prayagraj,Phoolpur,Arjun ka Pura,45945,samudaaiyik swasth Kendra,chandouha,17-Aug-19,Medical ,Community Health Centre,25.46579833,82.03003333
10869,Uttar Pradesh,Sitapur,Khairabad,Arjunpur,46213,hospital,arjunpur,18-Aug-19,Medical ,Community Health Centre,27.53038125,80.74590004
10870,Uttar Pradesh,Shahjahanpur,Jalalabad,Gunara,384567,styanand hospital,jalalabad,22-Aug-19,Medical ,Bedded Hospital,27.72507432,79.65325203
10871,Uttar Pradesh,Mau,Fatehpur Mandaon,Fatehpur Mandao,329518,community helth center fatehpur mandaon,fatehpur mandaon,21-Aug-19,Medical ,Community Health Centre,26.13229531,83.70840786
10872,Uttar Pradesh,Mirzapur,Madihan,Devari Kalan Khas,263731,Upkar Hospital Pairamedical scince,Devari Kala Marihan ,18-Sep-19,Medical ,Bedded Hospital,24.93729842,82.66944336
10873,Uttar Pradesh,Ambedkarnagar,Bhiyaun,Hafizpur,391572,Community Health Center,Bhiyaun,04-Sep-19,Medical ,Community Health Centre,26.33199302,82.82374467
10874,Uttar Pradesh,Gorakhpur,Sardarnagar,Keotan Tola,533610,Community Health Centre,"Keaton Tola, Vill - Nadua Gyanpar, Block - Brahmpur, Dist -Gorakhpur",19-Aug-19,Medical ,Community Health Centre,26.53355013,83.56723805
10875,Uttar Pradesh,Bulandshahr,B.B.Nagar,Kesonpur Sathla,535867,Shiva clinic,keshopur sathla,10-Nov-19,Medical ,Bedded Hospital,28.64362833,77.98516
10876,Uttar Pradesh,Shrawasti,Harriharpur Rani,Bhagaha,130165,CHC Bhangha ,Bhangha Shravasti ,11-Aug-19,Medical ,Community Health Centre,27.73713376,81.8304251
10877,Uttar Pradesh,Bijnor,Najibabad,Asdullapur,48585,Community health centre Asdullapur,Asdullapur,03-Oct-19,Medical ,Community Health Centre,29.5677792,78.2678446
10878,Uttar Pradesh,Rae Bareli,Lalganj,Khajurgaon,540618,CHC,Khajoorgaon ,08-Sep-19,Medical ,Community Health Centre,26.07274121,80.93581605
10879,Uttar Pradesh,Fatehpur,Khajuha,Khajuriha,540943,sharma clinic,khajuha,21-Oct-19,Medical ,Bedded Hospital,26.05268833,80.52246
10880,Uttar Pradesh,Fatehpur,Khajuha,Khajuriha,540943,bajpeyi clinic,khajuha,21-Oct-19,Medical ,Bedded Hospital,26.05274,80.52235667
10881,Uttar Pradesh,Lucknow,Bakshi Ka Talab,Kumrawan,599416,Kamla Devi netralaya,kumhrawan,03-Oct-19,Medical ,Bedded Hospital,27.08468246,80.97297884
10882,Uttar Pradesh,Ghazipur,Jamania,Bhagirathpur,131401,CHC center ,bhagrithpur ,27-Aug-19,Medical ,Community Health Centre,25.53701561,83.57094264
10883,Uttar Pradesh,Chandauli,Chahania,Chakiya,194093,Shiv hospital guriganj ,naughar,19-Sep-19,Medical ,Bedded Hospital,24.83405,83.25693
10884,Uttar Pradesh,Chandauli,Chahania,Chakiya,194093,santusti hospital bhaghi naugar,bhaghi,18-Sep-19,Medical ,Bedded Hospital,24.83132333,83.25517
10885,Uttar Pradesh,Chandauli,Chahania,Chakiya,194093,Jansewa hospital bhaghi naughar,naughar,18-Sep-19,Medical ,Bedded Hospital,24.83400333,83.25874667
10886,Uttar Pradesh,Unnao,Asoha,Asoha,49728,community health center Asoha,asoha,07-Aug-19,Medical ,Community Health Centre,26.5869078,80.83072104
10887,Uttar Pradesh,Barabanki,Banki,Kurauli,603560,Arogya dham hospital kurauli,Kurauli,30-Aug-19,Medical ,Bedded Hospital,26.91186309,81.15280135
10888,Uttar Pradesh,Rae Bareli,Deenshah Gaura,Mangata Dera,797506,CH Centre,Mangata Dera,08-Oct-19,Medical ,Community Health Centre,26.04407333,81.19562167
10889,Uttar Pradesh,Azamgarh,Atrauliya,Atrauliya,52363,C H C ,atrauliya ,12-Aug-19,Medical ,Community Health Centre,26.33026325,82.94733751
10890,Uttar Pradesh,Azamgarh,Atrauliya,Atrauliya,52363,seema hospital ,atrauliya ,12-Aug-19,Medical ,Bedded Hospital,26.32619165,82.95070024
10891,Uttar Pradesh,Bulandshahr,Jhangirabad,Khanpura,546159,government hospital,Khanpur,14-Nov-19,Medical ,Bedded Hospital,28.53870205,78.06707918
10892,Uttar Pradesh,Kushinagar,Dudhai,Mushar Toli,731904,community health centre ,puraina khas mushar toli,29-Aug-19,Medical ,Community Health Centre,26.66912913,83.97730887
10893,Uttar Pradesh,Ambedkarnagar,Tanda,Khairpur,539996,Daya Memorial Hospital ,Khairpur,30-Aug-19,Medical ,Bedded Hospital,26.59190831,82.58666064
10894,Uttar Pradesh,S.R. Nagar(Bhadohi),Aurai,Aurai,53238,Surya Trauma Center Hospital,Aurai bhadohi,07-Nov-19,Medical ,Bedded Hospital,25.26384167,82.563095
10895,Uttar Pradesh,S.R. Nagar(Bhadohi),Aurai,Aurai,53238,Community health centre aurai,Aurai Bhadohi,24-Sep-19,Medical ,Community Health Centre,25.27063534,82.72082034
10896,Uttar Pradesh,Azamgarh,Mehnagar,Kharihani,548863,atharwa nursing home,Kharihani,29-Aug-19,Medical ,Bedded Hospital,25.8219214,83.19276964
10897,Uttar Pradesh,Bulandshahr,Lakhawati,Aurangabad Dehat,53333,mother Teresa hospital,Aurangabad lakhawati,13-Sep-19,Medical ,Bedded Hospital,28.48928829,77.95369828
10898,Uttar Pradesh,Bulandshahr,Lakhawati,Aurangabad Dehat,53333,Samudayik Swasthya Kendra,Aurangabad Dehat,11-Sep-19,Medical ,Community Health Centre,28.51256615,77.96616856
10899,Uttar Pradesh,Lalitpur,Madawara,Darutalla,252448,CHC  Darutalla,chc Darutalla,27-Aug-19,Medical ,Community Health Centre,24.26252,78.703125
10900,Uttar Pradesh,Bijnor,Najibabad,Daudpur Nanhera,254755,Community health centre Daudpur Nanhera Daudpur Nanhera,Daudpur Nanhera,03-Oct-19,Medical ,Community Health Centre,29.57982924,78.30113481
10901,Uttar Pradesh,Bijnor,Kiratpur,Khatai,552007,Community health center Khatai,Khatai,23-Sep-19,Medical ,Community Health Centre,29.52079063,78.24995666
10902,Uttar Pradesh,Gorakhpur,Khorabar,Jagdish Pardhan Tola,440683,Harshita nursing home,"karjaha, block khorabar district Gorakhpur",10-Oct-19,Medical ,Bedded Hospital,26.69570134,83.48006859
10903,Uttar Pradesh,Gorakhpur,Khorabar,Jagdish Pardhan Tola,440683,Prakash hospital,"karjaha, block khorabar district Gorakhpur",09-Oct-19,Medical ,Bedded Hospital,26.69571988,83.48001121
10904,Uttar Pradesh,Mainpuri,Ghiror,N. Pachaver,737588,C H C,Nagla pachaver Ghiror Mainpuri,22-Aug-19,Medical ,Community Health Centre,27.26688,78.790985
10905,Uttar Pradesh,Shahjahanpur,Dadraul,Azizganj Dehat,56016,Jain hospital,dadraul,29-Aug-19,Medical ,Bedded Hospital,27.85694755,79.8954783
10906,Uttar Pradesh,Shahjahanpur,Dadraul,Azizganj Dehat,56016,sanyukt jila chikitsalaya shahjahanpur,dadraul,29-Aug-19,Medical ,Bedded Hospital,27.85598416,79.89415196
10907,Uttar Pradesh,Hardoi,Bawan,Babna Pur,58054,community health centre,babna pur,13-Aug-19,Medical ,Community Health Centre,27.42822807,80.01753859
10908,Uttar Pradesh,Bareilly,Shergrah,Delpur,258613,Community health centre ,Delpur,14-Oct-19,Medical ,Community Health Centre,28.64793743,79.36589763
10909,Uttar Pradesh,Etah,Jaithra,Jaithara Dehat,443577,C Health Center,Jaithara Dehat,17-Sep-19,Medical ,Community Health Centre,27.5154414,79.01430547
